r,n,g,nu_minus,cutoff_gain,r_c
1.0220440881763526,1,1.3,0.4683476804037948,2.0,0.3095196042031118
1.028056112224449,1,1.3,0.4663355808307651,2.0,0.3095196042031118
1.034068136272545,1,1.3,0.4643475299686062,2.0,0.3095196042031118
1.0400801603206413,1,1.3,0.4623832403859689,2.0,0.3095196042031118
1.0460921843687374,1,1.3,0.46044242808689784,2.0,0.3095196042031118
1.0521042084168337,1,1.3,0.4585248124697704,2.0,0.3095196042031118
1.0581162324649298,1,1.3,0.45663011628672845,2.0,0.3095196042031118
1.0641282565130261,1,1.3,0.45475806560359344,2.0,0.3095196042031118
1.0701402805611222,1,1.3,0.4529083897602614,2.0,0.3095196042031118
1.0761523046092185,1,1.3,0.4510808213315707,2.0,0.3095196042031118
1.0821643286573146,1,1.3,0.44927509608863847,2.0,0.3095196042031118
1.088176352705411,1,1.3,0.4474909529606578,2.0,0.3095196042031118
1.094188376753507,1,1.3,0.4457281339971529,2.0,0.3095196042031118
1.100200400801603,1,1.3,0.44398638433068427,2.0,0.3095196042031118
1.1062124248496994,1,1.3,0.44226545214000035,2.0,0.3095196042031118
1.1122244488977955,1,1.3,0.44056508861362936,2.0,0.3095196042031118
1.1182364729458918,1,1.3,0.4388850479139062,2.0,0.3095196042031118
1.1242484969939879,1,1.3,0.4372250871414293,2.0,0.3095196042031118
1.1302605210420842,1,1.3,0.4355849662999425,2.0,0.3095196042031118
1.1362725450901803,1,1.3,0.43396444826163627,2.0,0.3095196042031118
1.1422845691382766,1,1.3,0.4323632987328643,2.0,0.3095196042031118
1.1482965931863727,1,1.3,0.430781286220269,2.0,0.3095196042031118
1.154308617234469,1,1.3,0.42921818199731265,2.0,0.3095196042031118
1.160320641282565,1,1.3,0.42767376007120805,2.0,0.3095196042031118
1.1663326653306614,1,1.3,0.42614779715024476,2.0,0.3095196042031118
1.1723446893787575,1,1.3,0.4246400726115055,2.0,0.3095196042031118
1.1783567134268538,1,1.3,0.42315036846896864,2.0,0.3095196042031118
